participant,painting_index.x,painting,distance_repetition,distance_trial,distance_index,distance_value,distance_responsetime,painting_index.y,liking_repetition,liking_trial,liking_index,liking_value,liking_responsetime,painting_index,abstraction_repetition,abstraction_trial,abstraction_index,abstraction_value,abstraction_responsetime,painting_index_comparison.x,comparison_position_1,comparison_position_2,comparison_painting,comparison_repetition,comparison_trial,comparison_index,comparison_value,comparison_responsetime,painting_index_comparison.y,painter,painting_category,session,date,framerate,experiment,experience_rating,experience_responsetime,viewing_value,viewing_responsetime,distance_value_numeric,painting_category_num,Painting,set,Painter_set,art_exp
b_14,16,Paintings/Rothkoa2.jpeg,0,6,6,tomorrow,1.76089406013,16,0,20,20,2,2.309,16,0,15,15,5,2.406,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,13,13,3,2.403,6,Rothko,indeterminate,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,0,2,Rothkoa2.,A,RothkoA,enthusiast 1-4
b_14,11,Paintings/Monb3.jpeg,0,7,7,tomorrow,1.87126016617,11,0,11,11,5,2.476,11,0,8,8,5,1.95,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,12,12,4,3.449,5,Mondrian,abstract,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,0,3,Monb3.,B,MondrianB,enthusiast 1-4
b_14,10,Paintings/Monb2.jpeg,0,8,8,in a year,4.46610116959,10,0,5,5,4,2.384,10,0,0,0,5,4.572,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,1,1,6,3.743,4,Mondrian,indeterminate,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,1,2,Monb2.,B,MondrianB,enthusiast 1-4
b_14,15,Paintings/Rothkoa1.jpeg,0,9,9,tomorrow,1.92942905426,15,0,7,7,3,1.865,15,0,1,1,1,3.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,0,1,Rothkoa1.,A,RothkoA,enthusiast 1-4
b_14,1,Paintings/Clifb2.jpeg,0,10,10,tomorrow,3.19555902481,1,0,9,9,3,3.011,1,0,20,20,5,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,0,2,Clifb2.,B,StillB,enthusiast 1-4
b_14,18,Paintings/Rothkob1.jpeg,0,11,11,tomorrow,3.86960983276,18,0,3,3,3,3.207,18,0,2,2,2,1.813,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,5,5,7,2.868,8,Rothko,concrete,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,0,1,Rothkob1.,B,RothkoB,enthusiast 1-4
b_14,19,Paintings/Rothkob2.jpeg,0,12,12,in a year,1.89912104607,19,0,12,12,2,2.781,19,0,10,10,4,2.383,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,6,6,2,2.886,9,Rothko,indeterminate,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,1,2,Rothkob2.,B,RothkoB,enthusiast 1-4
b_14,13,Paintings/Closea2.jpeg,0,13,13,in a year,1.60112500191,13,0,6,6,2,2.375,13,0,12,12,7,1.906,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,11,11,3,4.569,12,Close,indeterminate,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,1,2,Closea2.,A,CloseA,enthusiast 1-4
b_14,12,Paintings/Closea1.jpeg,0,14,14,tomorrow,1.32556009293,12,0,4,4,5,5.173,12,0,17,17,1,2.318,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,2,2,5,3.518,11,Close,concrete,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,0,1,Closea1.,A,CloseA,enthusiast 1-4
b_14,8,Paintings/MonA3.jpeg,0,15,15,tomorrow,1.02790999413,8,0,17,17,5,2.375,8,0,9,9,5,2.276,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,7,7,7,2.673,2,Mondrian,abstract,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,0,3,MonA3.,A,MondrianA,enthusiast 1-4
b_14,14,Paintings/Closea3.jpeg,0,16,16,in a year,1.16484689713,14,0,2,2,2,2.679,14,0,16,16,6,1.903,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,10,10,4,5.012,13,Close,abstract,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,1,3,Closea3.,A,CloseA,enthusiast 1-4
b_14,2,Paintings/Clifb3.jpeg,0,17,17,in a year,1.6312379837,2,0,16,16,1,2.305,2,0,19,19,7,2.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,1,3,Clifb3.,B,StillB,enthusiast 1-4
b_14,5,Paintings/Clifa3.jpeg,0,18,18,in a year,0.968310117722,5,0,19,19,2,2.548,5,0,11,11,7,1.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,1,3,Clifa3.,A,StillA,enthusiast 1-4
b_14,17,Paintings/Rothkoa3.jpeg,0,19,19,in a year,1.62428498268,17,0,13,13,3,2.337,17,0,7,7,6,2.48,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,8,8,3,2.567,7,Rothko,abstract,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,1,3,Rothkoa3.,A,RothkoA,enthusiast 1-4
b_14,0,Paintings/Clifb1.jpeg,0,20,20,tomorrow,1.22514295578,0,0,10,10,4,2.349,0,0,3,3,2,2.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-25T18:16:00Z,59.9136642964,tryagainsim,enthusiast,12.6293828487,1-4,4.45451807976,0,1,Clifb1.,B,StillB,enthusiast 1-4
b_15,7,Paintings/MonA2.jpeg,0,0,0,in a year,14.6449949741,7,0,2,2,2,5.95,7,0,4,4,3,2.872,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,1,1,5,6.783,1,Mondrian,indeterminate,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,1,2,MonA2.,A,MondrianA,enthusiast 1-4
b_15,19,Paintings/Rothkob2.jpeg,0,1,1,tomorrow,10.4086329937,19,0,19,19,1,2.67,19,0,15,15,4,2.88,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,10,10,4,7.013,9,Rothko,indeterminate,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,2,Rothkob2.,B,RothkoB,enthusiast 1-4
b_15,0,Paintings/Clifb1.jpeg,0,2,2,tomorrow,3.03177905083,0,0,6,6,7,4.148,0,0,20,20,1,2.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,1,Clifb1.,B,StillB,enthusiast 1-4
b_15,8,Paintings/MonA3.jpeg,0,3,3,in a year,6.72781991959,8,0,9,9,4,4.313,8,0,6,6,6,2.006,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,2,2,6,3.008,2,Mondrian,abstract,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,1,3,MonA3.,A,MondrianA,enthusiast 1-4
b_15,3,Paintings/Clifa1.jpeg,0,4,4,tomorrow,9.71255087852,3,0,4,4,6,3.504,3,0,13,13,1,1.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,1,Clifa1.,A,StillA,enthusiast 1-4
b_15,17,Paintings/Rothkoa3.jpeg,0,5,5,tomorrow,1.12080192566,17,0,15,15,6,3.643,17,0,14,14,6,3.447,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,5,5,5,3.907,7,Rothko,abstract,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,3,Rothkoa3.,A,RothkoA,enthusiast 1-4
b_15,10,Paintings/Monb2.jpeg,0,6,6,in a year,4.56519198418,10,0,10,10,2,3.972,10,0,1,1,4,2.645,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,13,13,4,5.677,4,Mondrian,indeterminate,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,1,2,Monb2.,B,MondrianB,enthusiast 1-4
b_15,12,Paintings/Closea1.jpeg,0,7,7,in a year,2.90360403061,12,0,18,18,3,3.477,12,0,2,2,1,2.542,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,7,7,2,4.607,11,Close,concrete,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,1,1,Closea1.,A,CloseA,enthusiast 1-4
b_15,15,Paintings/Rothkoa1.jpeg,0,8,8,tomorrow,2.90004110336,15,0,11,11,3,4.049,15,0,0,0,1,3.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,1,Rothkoa1.,A,RothkoA,enthusiast 1-4
b_15,18,Paintings/Rothkob1.jpeg,0,9,9,tomorrow,4.03722000122,18,0,3,3,5,5.041,18,0,7,7,2,3.884,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,12,12,5,4.82,8,Rothko,concrete,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,1,Rothkob1.,B,RothkoB,enthusiast 1-4
b_15,11,Paintings/Monb3.jpeg,0,10,10,in a year,3.03427505493,11,0,14,14,1,2.977,11,0,8,8,6,2.915,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,4,4,7,2.738,5,Mondrian,abstract,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,1,3,Monb3.,B,MondrianB,enthusiast 1-4
b_15,2,Paintings/Clifb3.jpeg,0,11,11,in a year,3.26755404472,2,0,16,16,5,5.441,2,0,19,19,6,2.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,1,3,Clifb3.,B,StillB,enthusiast 1-4
b_15,9,Paintings/Monb1.jpeg,0,12,12,tomorrow,2.22800397873,9,0,13,13,4,4.237,9,0,12,12,1,2.649,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,3,3,3,4.518,3,Mondrian,concrete,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,1,Monb1.,B,MondrianB,enthusiast 1-4
b_15,20,Paintings/Rothkob3.jpeg,0,13,13,tomorrow,4.17053794861,20,0,1,1,3,5.668,20,0,10,10,7,2.569,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,11,11,2,5.788,10,Rothko,abstract,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,3,Rothkob3.,B,RothkoB,enthusiast 1-4
b_15,16,Paintings/Rothkoa2.jpeg,0,14,14,in a year,3.85765194893,16,0,0,0,2,13.2,16,0,16,16,4,4.78,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,0,0,5,5.541,6,Rothko,indeterminate,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,1,2,Rothkoa2.,A,RothkoA,enthusiast 1-4
b_15,1,Paintings/Clifb2.jpeg,0,15,15,in a year,8.39599895477,1,0,5,5,1,4.074,1,0,11,11,2,2.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,1,2,Clifb2.,B,StillB,enthusiast 1-4
b_15,4,Paintings/Clifa2.jpeg,0,16,16,tomorrow,1.79937601089,4,0,20,20,3,4.085,4,0,9,9,4,3.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,2,Clifa2.,A,StillA,enthusiast 1-4
b_15,6,Paintings/MonA1.jpeg,0,17,17,tomorrow,1.99878406525,6,0,7,7,7,2.779,6,0,18,18,2,2.403,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,8,8,2,3.143,0,Mondrian,concrete,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,1,MonA1.,A,MondrianA,enthusiast 1-4
b_15,13,Paintings/Closea2.jpeg,0,18,18,in a year,8.93148779869,13,0,12,12,5,4.309,13,0,17,17,5,2.571,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,9,9,3,7.34,12,Close,indeterminate,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,1,2,Closea2.,A,CloseA,enthusiast 1-4
b_15,5,Paintings/Clifa3.jpeg,0,19,19,in a year,3.59184503555,5,0,8,8,3,3.938,5,0,5,5,5,3.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,1,3,Clifa3.,A,StillA,enthusiast 1-4
b_15,14,Paintings/Closea3.jpeg,0,20,20,tomorrow,1.68974494934,14,0,17,17,7,3.247,14,0,3,3,5,2.97,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,6,6,4,3.15,13,Close,abstract,1,2016-07-29T16:44:00Z,59.9045937809,tryagainsim,enthusiast,20.6878771782,1-4,5.73907017708,0,3,Closea3.,A,CloseA,enthusiast 1-4
b_16,5,Paintings/Clifa3.jpeg,0,0,0,tomorrow,9.6423728466,5,0,6,6,4,2.25,5,0,3,3,5,3.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,0,3,Clifa3.,A,StillA,enthusiast 1-4
b_16,14,Paintings/Closea3.jpeg,0,1,1,in a year,6.27136182785,14,0,18,18,1,2.113,14,0,7,7,7,4.379,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,6,6,3,14.201,13,Close,abstract,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,3,Closea3.,A,CloseA,enthusiast 1-4
b_16,10,Paintings/Monb2.jpeg,0,2,2,tomorrow,3.67267107964,10,0,4,4,1,3.009,10,0,6,6,4,3.082,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,4,4,3,4.845,4,Mondrian,indeterminate,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,0,2,Monb2.,B,MondrianB,enthusiast 1-4
b_16,3,Paintings/Clifa1.jpeg,0,3,3,tomorrow,3.8284599781,3,0,20,20,4,1.566,3,0,10,10,1,1.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,0,1,Clifa1.,A,StillA,enthusiast 1-4
b_16,1,Paintings/Clifb2.jpeg,0,4,4,in a year,4.36302709579,1,0,19,19,3,1.868,1,0,5,5,4,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,2,Clifb2.,B,StillB,enthusiast 1-4
b_16,20,Paintings/Rothkob3.jpeg,0,5,5,tomorrow,2.43502211571,20,0,15,15,6,1.748,20,0,16,16,7,2.335,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,12,12,4,7.131,10,Rothko,abstract,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,0,3,Rothkob3.,B,RothkoB,enthusiast 1-4
b_16,17,Paintings/Rothkoa3.jpeg,0,6,6,tomorrow,6.39383912086,17,0,14,14,5,1.674,17,0,1,1,6,2.532,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,7,7,7,2.785,7,Rothko,abstract,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,0,3,Rothkoa3.,A,RothkoA,enthusiast 1-4
b_16,15,Paintings/Rothkoa1.jpeg,0,7,7,in a year,1.69223117828,15,0,0,0,3,8.543,15,0,9,9,1,3.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,1,Rothkoa1.,A,RothkoA,enthusiast 1-4
b_16,6,Paintings/MonA1.jpeg,0,8,8,in a year,2.82558703423,6,0,9,9,3,3.278,6,0,13,13,2,4.04,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,0,0,4,11.919,0,Mondrian,concrete,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,1,MonA1.,A,MondrianA,enthusiast 1-4
b_16,11,Paintings/Monb3.jpeg,0,9,9,in a year,6.7977950573,11,0,3,3,1,2.174,11,0,8,8,7,3.348,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,1,1,7,4.635,5,Mondrian,abstract,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,3,Monb3.,B,MondrianB,enthusiast 1-4
b_16,19,Paintings/Rothkob2.jpeg,0,10,10,tomorrow,2.30507993698,19,0,7,7,5,1.782,19,0,19,19,7,2.703,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,11,11,4,7.667,9,Rothko,indeterminate,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,0,2,Rothkob2.,B,RothkoB,enthusiast 1-4
b_16,8,Paintings/MonA3.jpeg,0,11,11,in a year,1.73709583282,8,0,17,17,1,2.374,8,0,20,20,7,1.607,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,13,13,7,3.107,2,Mondrian,abstract,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,3,MonA3.,A,MondrianA,enthusiast 1-4
b_16,2,Paintings/Clifb3.jpeg,0,12,12,in a year,2.32712888718,2,0,11,11,4,4.476,2,0,12,12,5,7.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,3,Clifb3.,B,StillB,enthusiast 1-4
b_16,0,Paintings/Clifb1.jpeg,0,13,13,tomorrow,1.49619102478,0,0,13,13,4,1.643,0,0,15,15,3,6.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,0,1,Clifb1.,B,StillB,enthusiast 1-4
b_16,7,Paintings/MonA2.jpeg,0,14,14,in a year,1.96649599075,7,0,8,8,2,2.374,7,0,4,4,4,2.511,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,8,8,3,6.579,1,Mondrian,indeterminate,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,2,MonA2.,A,MondrianA,enthusiast 1-4
b_16,4,Paintings/Clifa2.jpeg,0,15,15,in a year,3.82782411575,4,0,2,2,2,2.281,4,0,2,2,3,7.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,2,Clifa2.,A,StillA,enthusiast 1-4
b_16,18,Paintings/Rothkob1.jpeg,0,16,16,in a year,4.29246997833,18,0,5,5,2,2.513,18,0,17,17,2,2.339,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,2,2,6,4.848,8,Rothko,concrete,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,1,Rothkob1.,B,RothkoB,enthusiast 1-4
b_16,16,Paintings/Rothkoa2.jpeg,0,17,17,tomorrow,3.89980602264,16,0,1,1,5,4.144,16,0,11,11,7,3.743,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,10,10,7,2.478,6,Rothko,indeterminate,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,0,2,Rothkoa2.,A,RothkoA,enthusiast 1-4
b_16,9,Paintings/Monb1.jpeg,0,18,18,tomorrow,18.3189339638,9,0,12,12,4,1.711,9,0,14,14,1,4.517,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,5,5,5,4.415,3,Mondrian,concrete,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,0,1,Monb1.,B,MondrianB,enthusiast 1-4
b_16,13,Paintings/Closea2.jpeg,0,19,19,tomorrow,3.17370796204,13,0,16,16,6,2.847,13,0,0,0,5,6.554,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,3,3,3,8.819,12,Close,indeterminate,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,0,2,Closea2.,A,CloseA,enthusiast 1-4
b_16,12,Paintings/Closea1.jpeg,0,20,20,in a year,8.74219703674,12,0,10,10,1,7.276,12,0,18,18,2,5.143,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,9,9,7,14.118,11,Close,concrete,1,2016-08-03T15:16:00Z,59.9426912804,tryagainsim,enthusiast,11.5451369286,1-4,18.4687151909,1,1,Closea1.,A,CloseA,enthusiast 1-4
b_17,6,Paintings/MonA1.jpeg,0,0,0,tomorrow,17.0514550209,6,0,3,3,6,4.081,6,0,10,10,5,2.813,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,2,2,3,5.016,0,Mondrian,concrete,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,0,1,MonA1.,A,MondrianA,enthusiast 1-4
b_17,17,Paintings/Rothkoa3.jpeg,0,1,1,tomorrow,11.6671102047,17,0,5,5,3,2.174,17,0,3,3,7,2.243,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,5,5,4,3.374,7,Rothko,abstract,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,0,3,Rothkoa3.,A,RothkoA,enthusiast 1-4
b_17,0,Paintings/Clifb1.jpeg,0,2,2,tomorrow,7.13465094566,0,0,12,12,3,2.582,0,0,4,4,1,2.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,0,1,Clifb1.,B,StillB,enthusiast 1-4
b_17,19,Paintings/Rothkob2.jpeg,0,3,3,in a year,5.56142687798,19,0,11,11,6,3.401,19,0,16,16,6,4.137,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,0,0,5,16.587,9,Rothko,indeterminate,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,2,Rothkob2.,B,RothkoB,enthusiast 1-4
b_17,14,Paintings/Closea3.jpeg,0,4,4,in a year,5.57119894028,14,0,1,1,3,4.381,14,0,13,13,7,2.277,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,13,13,3,2.969,13,Close,abstract,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,3,Closea3.,A,CloseA,enthusiast 1-4
b_17,11,Paintings/Monb3.jpeg,0,5,5,tomorrow,3.78959679604,11,0,15,15,5,3.112,11,0,0,0,6,5.887,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,7,7,7,6.693,5,Mondrian,abstract,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,0,3,Monb3.,B,MondrianB,enthusiast 1-4
b_17,1,Paintings/Clifb2.jpeg,0,6,6,in a year,1.53106713295,1,0,18,18,2,2.178,1,0,11,11,6,3.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,2,Clifb2.,B,StillB,enthusiast 1-4
b_17,10,Paintings/Monb2.jpeg,0,7,7,tomorrow,2.19236898422,10,0,20,20,3,2.172,10,0,18,18,6,1.847,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,12,12,3,5.816,4,Mondrian,indeterminate,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,0,2,Monb2.,B,MondrianB,enthusiast 1-4
b_17,15,Paintings/Rothkoa1.jpeg,0,8,8,tomorrow,4.03204107285,15,0,13,13,4,5.549,15,0,14,14,1,3.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,0,1,Rothkoa1.,A,RothkoA,enthusiast 1-4
