participant,painting_index.x,painting,distance_repetition,distance_trial,distance_index,distance_value,distance_responsetime,painting_index.y,liking_repetition,liking_trial,liking_index,liking_value,liking_responsetime,painting_index,abstraction_repetition,abstraction_trial,abstraction_index,abstraction_value,abstraction_responsetime,painting_index_comparison.x,comparison_position_1,comparison_position_2,comparison_painting,comparison_repetition,comparison_trial,comparison_index,comparison_value,comparison_responsetime,painting_index_comparison.y,painter,painting_category,session,date,framerate,experiment,experience_rating,experience_responsetime,viewing_value,viewing_responsetime,distance_value_numeric,painting_category_num,Painting,set,Painter_set,art_exp
b_17,12,Paintings/Closea1.jpeg,0,9,9,in a year,2.90348601341,12,0,2,2,2,2.404,12,0,9,9,1,2.804,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,11,11,7,8.547,11,Close,concrete,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,1,Closea1.,A,CloseA,enthusiast 1-4
b_17,2,Paintings/Clifb3.jpeg,0,10,10,in a year,1.96138000488,2,0,9,9,3,1.976,2,0,19,19,7,1.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,3,Clifb3.,B,StillB,enthusiast 1-4
b_17,18,Paintings/Rothkob1.jpeg,0,11,11,tomorrow,2.5153632164,18,0,7,7,2,2.407,18,0,17,17,4,2.112,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,10,10,5,7.624,8,Rothko,concrete,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,0,1,Rothkob1.,B,RothkoB,enthusiast 1-4
b_17,9,Paintings/Monb1.jpeg,0,12,12,in a year,1.46298193932,9,0,10,10,4,2.876,9,0,12,12,2,1.973,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,6,6,3,12.827,3,Mondrian,concrete,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,1,Monb1.,B,MondrianB,enthusiast 1-4
b_17,3,Paintings/Clifa1.jpeg,0,13,13,in a year,3.05965685844,3,0,0,0,6,5.372,3,0,8,8,1,4.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,1,Clifa1.,A,StillA,enthusiast 1-4
b_17,20,Paintings/Rothkob3.jpeg,0,14,14,tomorrow,1.5223710537,20,0,17,17,4,2.869,20,0,20,20,7,1.699,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,1,1,5,4.506,10,Rothko,abstract,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,0,3,Rothkob3.,B,RothkoB,enthusiast 1-4
b_17,13,Paintings/Closea2.jpeg,0,15,15,tomorrow,1.03266000748,13,0,19,19,2,2.272,13,0,5,5,7,2.318,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,4,4,2,5.418,12,Close,indeterminate,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,0,2,Closea2.,A,CloseA,enthusiast 1-4
b_17,7,Paintings/MonA2.jpeg,0,16,16,in a year,1.2566950321200001,7,0,8,8,4,2.414,7,0,15,15,6,1.812,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,9,9,4,10.235,1,Mondrian,indeterminate,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,2,MonA2.,A,MondrianA,enthusiast 1-4
b_17,4,Paintings/Clifa2.jpeg,0,17,17,in a year,2.23052120209,4,0,16,16,2,2.841,4,0,7,7,5,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,2,Clifa2.,A,StillA,enthusiast 1-4
b_17,5,Paintings/Clifa3.jpeg,0,18,18,tomorrow,1.26441216469,5,0,4,4,5,3.78,5,0,1,1,7,3.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,0,3,Clifa3.,A,StillA,enthusiast 1-4
b_17,8,Paintings/MonA3.jpeg,0,19,19,in a year,2.42274999619,8,0,14,14,6,4.205,8,0,2,2,6,7.014,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,3,3,7,3.584,2,Mondrian,abstract,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,3,MonA3.,A,MondrianA,enthusiast 1-4
b_17,16,Paintings/Rothkoa2.jpeg,0,20,20,in a year,4.03647089005,16,0,6,6,6,3.236,16,0,6,6,6,2.912,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,8,8,5,2.869,6,Rothko,indeterminate,1,2016-08-03T17:37:00Z,59.9592295354,tryagainsim,enthusiast,10.2102611065,1-4,7.89135098457,1,2,Rothkoa2.,A,RothkoA,enthusiast 1-4
b_18,11,Paintings/Monb3.jpeg,0,0,0,in a year,26.481856823,11,0,17,17,6,2.383,11,0,13,13,6,3.38,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,7,7,3,5.61,5,Mondrian,abstract,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,1,3,Monb3.,B,MondrianB,enthusiast 1-4
b_18,14,Paintings/Closea3.jpeg,0,1,1,tomorrow,9.70934414864,14,0,8,8,6,1.478,14,0,17,17,6,1.439,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,4,4,4,4.046,13,Close,abstract,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,3,Closea3.,A,CloseA,enthusiast 1-4
b_18,18,Paintings/Rothkob1.jpeg,0,2,2,in a year,7.66599917412,18,0,19,19,3,1.58,18,0,14,14,4,4.051,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,11,11,5,3.248,8,Rothko,concrete,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,1,1,Rothkob1.,B,RothkoB,enthusiast 1-4
b_18,8,Paintings/MonA3.jpeg,0,3,3,tomorrow,3.52951693535,8,0,5,5,4,1.208,8,0,10,10,5,3.279,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,8,8,5,2.649,2,Mondrian,abstract,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,3,MonA3.,A,MondrianA,enthusiast 1-4
b_18,10,Paintings/Monb2.jpeg,0,4,4,in a year,1.49912500381,10,0,6,6,5,3.372,10,0,1,1,6,3.471,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,3,3,3,4.451,4,Mondrian,indeterminate,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,1,2,Monb2.,B,MondrianB,enthusiast 1-4
b_18,19,Paintings/Rothkob2.jpeg,0,5,5,tomorrow,4.73378014565,19,0,13,13,5,2.249,19,0,5,5,6,1.577,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,13,13,4,2.612,9,Rothko,indeterminate,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,2,Rothkob2.,B,RothkoB,enthusiast 1-4
b_18,4,Paintings/Clifa2.jpeg,0,6,6,tomorrow,12.3444519043,4,0,9,9,6,1.377,4,0,19,19,6,4.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,2,Clifa2.,A,StillA,enthusiast 1-4
b_18,20,Paintings/Rothkob3.jpeg,0,7,7,tomorrow,5.90468406677,20,0,20,20,4,1.704,20,0,4,4,6,1.677,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,5,5,5,2.811,10,Rothko,abstract,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,3,Rothkob3.,B,RothkoB,enthusiast 1-4
b_18,5,Paintings/Clifa3.jpeg,0,8,8,tomorrow,4.93600702286,5,0,7,7,6,4.451,5,0,7,7,6,1.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,3,Clifa3.,A,StillA,enthusiast 1-4
b_18,15,Paintings/Rothkoa1.jpeg,0,9,9,tomorrow,7.49824094772,15,0,3,3,4,2.5,15,0,2,2,4,3.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,1,Rothkoa1.,A,RothkoA,enthusiast 1-4
b_18,17,Paintings/Rothkoa3.jpeg,0,10,10,tomorrow,1.95499491692,17,0,11,11,6,1.605,17,0,15,15,4,1.744,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,1,1,6,3.283,7,Rothko,abstract,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,3,Rothkoa3.,A,RothkoA,enthusiast 1-4
b_18,2,Paintings/Clifb3.jpeg,0,11,11,tomorrow,1.29055714607,2,0,4,4,4,1.605,2,0,6,6,6,1.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,3,Clifb3.,B,StillB,enthusiast 1-4
b_18,6,Paintings/MonA1.jpeg,0,12,12,in a year,7.89675402641,6,0,18,18,3,3.113,6,0,8,8,4,5.41,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,6,6,3,8.579,0,Mondrian,concrete,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,1,1,MonA1.,A,MondrianA,enthusiast 1-4
b_18,13,Paintings/Closea2.jpeg,0,13,13,in a year,2.50501990318,13,0,16,16,5,2.774,13,0,3,3,6,1.983,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,0,0,4,1.77,12,Close,indeterminate,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,1,2,Closea2.,A,CloseA,enthusiast 1-4
b_18,12,Paintings/Closea1.jpeg,0,14,14,in a year,1.80383300781,12,0,14,14,4,1.447,12,0,11,11,4,1.541,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,9,9,3,3.114,11,Close,concrete,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,1,1,Closea1.,A,CloseA,enthusiast 1-4
b_18,1,Paintings/Clifb2.jpeg,0,15,15,tomorrow,9.64181303978,1,0,1,1,5,6.684,1,0,18,18,6,1.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,2,Clifb2.,B,StillB,enthusiast 1-4
b_18,16,Paintings/Rothkoa2.jpeg,0,16,16,tomorrow,2.43427205086,16,0,10,10,6,1.61,16,0,16,16,6,4.082,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,12,12,5,6.715,6,Rothko,indeterminate,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,2,Rothkoa2.,A,RothkoA,enthusiast 1-4
b_18,9,Paintings/Monb1.jpeg,0,17,17,in a year,4.22931694984,9,0,12,12,4,2.143,9,0,0,0,4,5.972,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,10,10,3,2.313,3,Mondrian,concrete,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,1,1,Monb1.,B,MondrianB,enthusiast 1-4
b_18,7,Paintings/MonA2.jpeg,0,18,18,tomorrow,2.70282292366,7,0,15,15,5,2.301,7,0,12,12,4,1.499,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,2,2,5,8.321,1,Mondrian,indeterminate,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,0,2,MonA2.,A,MondrianA,enthusiast 1-4
b_18,0,Paintings/Clifb1.jpeg,0,19,19,in a year,0.864107131958,0,0,0,0,4,20.435,0,0,9,9,4,3.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,1,1,Clifb1.,B,StillB,enthusiast 1-4
b_18,3,Paintings/Clifa1.jpeg,0,20,20,in a year,0.832926034927,3,0,2,2,4,2.4,3,0,20,20,4,3.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-08-03T19:05:00Z,59.934125824,tryagainsim,enthusiast,21.5217859745,1-4,11.3448531628,1,1,Clifa1.,A,StillA,enthusiast 1-4
b_19,17,Paintings/Rothkoa3.jpeg,0,0,0,tomorrow,17.2519638538,17,0,1,1,2,3.276,17,0,1,1,6,11.919,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,10,10,6,3.08,7,Rothko,abstract,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,3,Rothkoa3.,A,RothkoA,novice 1-4
b_19,19,Paintings/Rothkob2.jpeg,0,1,1,in a year,14.3350741863,19,0,9,9,4,6.916,19,0,5,5,7,3.935,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,2,2,2,7.22,9,Rothko,indeterminate,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,1,2,Rothkob2.,B,RothkoB,novice 1-4
b_19,13,Paintings/Closea2.jpeg,0,2,2,tomorrow,6.62967801094,13,0,10,10,1,2.549,13,0,11,11,7,1.133,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,6,6,3,4.803,12,Close,indeterminate,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,2,Closea2.,A,CloseA,novice 1-4
b_19,5,Paintings/Clifa3.jpeg,0,3,3,in a year,2.95894479752,5,0,17,17,1,6.155,5,0,16,16,6,5.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,1,3,Clifa3.,A,StillA,novice 1-4
b_19,9,Paintings/Monb1.jpeg,0,4,4,in a year,4.96621704102,9,0,11,11,1,2.203,9,0,0,0,1,9.391,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,7,7,3,4.275,3,Mondrian,concrete,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,1,1,Monb1.,B,MondrianB,novice 1-4
b_19,18,Paintings/Rothkob1.jpeg,0,5,5,tomorrow,3.36826992035,18,0,2,2,4,7.851,18,0,4,4,1,4.083,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,3,3,7,10.385,8,Rothko,concrete,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,1,Rothkob1.,B,RothkoB,novice 1-4
b_19,11,Paintings/Monb3.jpeg,0,6,6,tomorrow,3.32682394981,11,0,18,18,5,3.675,11,0,13,13,7,4.077,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,11,11,5,2.937,5,Mondrian,abstract,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,3,Monb3.,B,MondrianB,novice 1-4
b_19,0,Paintings/Clifb1.jpeg,0,7,7,tomorrow,4.26601886749,0,0,16,16,3,4.082,0,0,6,6,2,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,1,Clifb1.,B,StillB,novice 1-4
b_19,8,Paintings/MonA3.jpeg,0,8,8,tomorrow,2.35907721519,8,0,6,6,6,5.483,8,0,15,15,6,2.009,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,9,9,7,2.312,2,Mondrian,abstract,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,3,MonA3.,A,MondrianA,novice 1-4
b_19,12,Paintings/Closea1.jpeg,0,9,9,tomorrow,2.08971118927,12,0,14,14,7,5.708,12,0,17,17,1,2.338,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,5,5,6,13.596,11,Close,concrete,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,1,Closea1.,A,CloseA,novice 1-4
b_19,6,Paintings/MonA1.jpeg,0,10,10,tomorrow,1.72906017303,6,0,3,3,5,3.778,6,0,2,2,3,7.844,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,8,8,2,4.25,0,Mondrian,concrete,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,1,MonA1.,A,MondrianA,novice 1-4
b_19,14,Paintings/Closea3.jpeg,0,11,11,in a year,2.06443500519,14,0,15,15,2,2.434,14,0,12,12,7,0.934,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,13,13,6,1.582,13,Close,abstract,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,1,3,Closea3.,A,CloseA,novice 1-4
b_19,20,Paintings/Rothkob3.jpeg,0,12,12,in a year,1.32213711739,20,0,12,12,3,7.842,20,0,9,9,6,2.135,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,12,12,6,3.542,10,Rothko,abstract,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,1,3,Rothkob3.,B,RothkoB,novice 1-4
b_19,1,Paintings/Clifb2.jpeg,0,13,13,tomorrow,3.56259489059,1,0,19,19,2,4.35,1,0,14,14,5,4.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,2,Clifb2.,B,StillB,novice 1-4
b_19,15,Paintings/Rothkoa1.jpeg,0,14,14,in a year,1.52990698814,15,0,8,8,1,3.044,15,0,20,20,1,1.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,1,1,Rothkoa1.,A,RothkoA,novice 1-4
b_19,3,Paintings/Clifa1.jpeg,0,15,15,tomorrow,2.43188619614,3,0,13,13,3,2.113,3,0,19,19,1,2.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,1,Clifa1.,A,StillA,novice 1-4
b_19,16,Paintings/Rothkoa2.jpeg,0,16,16,tomorrow,1.83520913124,16,0,7,7,5,2.947,16,0,18,18,6,2.146,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,4,4,4,6.38,6,Rothko,indeterminate,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,2,Rothkoa2.,A,RothkoA,novice 1-4
b_19,10,Paintings/Monb2.jpeg,0,17,17,tomorrow,1.02799201012,10,0,4,4,5,2.971,10,0,3,3,7,5.72,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,0,0,5,17.095,4,Mondrian,indeterminate,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,2,Monb2.,B,MondrianB,novice 1-4
b_19,7,Paintings/MonA2.jpeg,0,18,18,tomorrow,5.43729305267,7,0,5,5,3,6.721,7,0,7,7,5,4.313,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,1,1,4,11.224,1,Mondrian,indeterminate,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,2,MonA2.,A,MondrianA,novice 1-4
b_19,4,Paintings/Clifa2.jpeg,0,19,19,tomorrow,1.85843992233,4,0,0,0,4,18.697,4,0,8,8,7,2.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,0,2,Clifa2.,A,StillA,novice 1-4
b_19,2,Paintings/Clifb3.jpeg,0,20,20,in a year,2.56814599037,2,0,20,20,1,2.776,2,0,10,10,7,4.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-08-03T20:32:00Z,59.9699457107,tryagainsim,novice,22.0557739735,1-4,11.1446750164,1,3,Clifb3.,B,StillB,novice 1-4
b_20,15,Paintings/Rothkoa1.jpeg,0,0,0,tomorrow,17.7052419186,15,0,20,20,3,2.744,15,0,16,16,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,0,1,Rothkoa1.,A,RothkoA,enthusiast 1-4
b_20,9,Paintings/Monb1.jpeg,0,1,1,tomorrow,15.740418911,9,0,2,2,5,3.414,9,0,8,8,2,2.98,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,8,8,3,6.98,3,Mondrian,concrete,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,0,1,Monb1.,B,MondrianB,enthusiast 1-4
b_20,10,Paintings/Monb2.jpeg,0,2,2,in a year,12.073786974,10,0,14,14,7,2.87,10,0,7,7,6,3.406,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,6,6,2,3.186,4,Mondrian,indeterminate,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,1,2,Monb2.,B,MondrianB,enthusiast 1-4
b_20,2,Paintings/Clifb3.jpeg,0,3,3,in a year,7.87794089317,2,0,0,0,4,22.603,2,0,3,3,7,3.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,1,3,Clifb3.,B,StillB,enthusiast 1-4
b_20,7,Paintings/MonA2.jpeg,0,4,4,in a year,13.0069069862,7,0,18,18,5,4.213,7,0,9,9,5,4.47,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,7,7,6,4.715,1,Mondrian,indeterminate,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,1,2,MonA2.,A,MondrianA,enthusiast 1-4
b_20,13,Paintings/Closea2.jpeg,0,5,5,tomorrow,7.0640938282,13,0,3,3,3,3.882,13,0,20,20,7,1.473,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,11,11,3,11.45,12,Close,indeterminate,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,0,2,Closea2.,A,CloseA,enthusiast 1-4
b_20,3,Paintings/Clifa1.jpeg,0,6,6,tomorrow,7.63532781601,3,0,10,10,4,3.437,3,0,0,0,2,8.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,0,1,Clifa1.,A,StillA,enthusiast 1-4
b_20,0,Paintings/Clifb1.jpeg,0,7,7,tomorrow,4.33913493156,0,0,15,15,3,3.081,0,0,18,18,2,2.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,0,1,Clifb1.,B,StillB,enthusiast 1-4
b_20,17,Paintings/Rothkoa3.jpeg,0,8,8,in a year,5.5283370018,17,0,6,6,2,5.812,17,0,5,5,7,2.611,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,4,4,2,4.518,7,Rothko,abstract,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,1,3,Rothkoa3.,A,RothkoA,enthusiast 1-4
b_20,20,Paintings/Rothkob3.jpeg,0,9,9,in a year,3.76975107193,20,0,8,8,4,6.076,20,0,12,12,7,2.168,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,9,9,2,2.083,10,Rothko,abstract,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,1,3,Rothkob3.,B,RothkoB,enthusiast 1-4
b_20,11,Paintings/Monb3.jpeg,0,10,10,tomorrow,6.30672216415,11,0,5,5,6,2.94,11,0,13,13,6,3.239,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,0,0,5,9.044,5,Mondrian,abstract,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,0,3,Monb3.,B,MondrianB,enthusiast 1-4
b_20,8,Paintings/MonA3.jpeg,0,11,11,tomorrow,6.33120703697,8,0,11,11,6,2.944,8,0,19,19,7,4.176,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,5,5,3,4.284,2,Mondrian,abstract,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,0,3,MonA3.,A,MondrianA,enthusiast 1-4
b_20,14,Paintings/Closea3.jpeg,0,12,12,in a year,8.10087800026,14,0,12,12,4,2.883,14,0,17,17,7,2.641,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,2,2,2,6.679,13,Close,abstract,1,2016-08-03T20:43:00Z,59.9678879079,tryagainsim,enthusiast,15.8328969479,1-4,7.7409760952,1,3,Closea3.,A,CloseA,enthusiast 1-4
