X1,HitTitle,AssignmentId,WorkerId,SpatialDistance,Date,DurationSeconds,Painter,Painting,Category,set,Painter_set,painting,distance_numeric
1,2spatdistCloseA2,3HMIGG0U4L6VY54UME2O33AJS17Y88,AUVC78LEL0T6L,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
2,2spatdistCloseA2,3R0T90IZ1SCXOH979KWNYPZYDW3GCZ,ANZKTE853UXSD,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
3,2spatdistCloseA2,336KAV9KYQSKCQ256XTNTCXG61FY25,A2AAY4VT9L71SY,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
4,2spatdistCloseA2,3FIUS151DV2A5TPCB6S6OGKDBOVGG9,A2WUQGSG1LUJG0,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
5,2spatdistCloseA2,3RXCAC0YIRPVCEJUS8GIW33FN5I8GL,A1FBO95OVBYOH1,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
6,2spatdistCloseA2,3KB8R4ZV1E7EECH1VK0SN5TGVB3BGN,A3LA5P3N3KI8U7,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
7,2spatdistCloseA2,36AHBNMV1RC7F00L3MD4PVOK3S4YDE,A25YG9M911WA3T,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
8,2spatdistCloseA2,36WLNQG78ZAGUYLAPPA4N284IVOEB9,A10GZ0SWBZIRBK,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
9,2spatdistCloseA2,3QILPRALQ5V1M60GFCTDMNCCOH48NT,A18TCR555RWUZV,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
10,2spatdistCloseA2,326O153BMIY99VJU3L1AISW4LG0EDG,A1489QNXV5IM6O,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
11,2spatdistCloseA2,3JRJSWSMQHLBR3HXAWVY5JASU3BE3I,A3GLUDQZGEJL5G,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
12,2spatdistCloseA2,3F0BG9B9MPNRYRZBC9AIP3EOHH1Y7L,A39P7J60DY4WLU,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
13,2spatdistCloseA2,38JBBYETQOAW9Z01AA0HFO2Y837E43,A2JPOXYZM5AJZZ,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
14,2spatdistCloseA2,39L1G8WVWQRC72NLY80JYZRY5U713M,A14I3K8UN3612X,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
15,2spatdistCloseA2,3X3OR7WPZZ0BY6XV3ZDY9V8NJM48LR,AYD2LKV6C5F2S,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
16,2spatdistCloseA2,3GDTJDAPVUBV4OFG3BED98NCJRU8MT,A28AX4H70DPKKK,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
17,2spatdistCloseA2,36PW28KO4ZWBBOGIJBA8SROY0D3EAE,A1EQ2HDHF2WWSY,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
18,2spatdistCloseA2,3570Y55XZPJARKAC5CECVGRHGKKYGO,AYG3MF094634L,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
19,2spatdistCloseA2,3IO1LGZLK9XTFLUOGV7WKCQQTRF68H,A32QJF67JMJFKX,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
20,2spatdistCloseA2,3AQF3RZ558I2U04BO9D2U47CGVS6FY,A9JHTV37LSE5F,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
21,2spatdistCloseA2,3RSDURM96AMC76ELZHOOVD65345YE7,A36LOA6VLJU157,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
22,2spatdistCloseA2,3TDXMTX3CBUM4R61PHJNX1K4WNK6IP,A22T69YW4WUANF,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
23,2spatdistCloseA2,32M8BPYGATMO1KV71US99SXTQ1NGI1,AD1ILDUXZHASF,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
24,2spatdistCloseA2,3VE8AYVF8MXPYENZHOA0EI33MQI8FM,A273DS7TQWR9M1,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
25,2spatdistCloseA2,3TR2532VIPUIZ2Q77Z4N92Z49296J1,A3PRZRK9IC5CBI,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
26,2spatdistCloseA2,320DUZ38G7MKWVFDJCD9LTCT3GCGJD,A1ZRK6K5JUPJAV,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
27,2spatdistCloseA2,3JV9LGBJWTEYX66AZP5ETPTF2AMGOW,A17K3BXV023HXO,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
28,2spatdistCloseA2,369J354OFDA88006ZTJKCP7OHAS6GX,A2A011NJLL0L5G,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
29,2spatdistCloseA2,3PQMUDRV7R62XB12RISCU4A95EFIIV,AKSJ3C5O3V9RB,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
30,2spatdistCloseA2,3TU5ZICBRD1MP3D8V4LUQH7HTSR8QG,A2PTW4BGKPBVL7,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
31,2spatdistCloseA2,345LHZDEDXSSGZEJ0WA391WVGR53UO,AWTGJ45ZWUCHH,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
32,2spatdistCloseA2,3IRIK4HM3AKVROK1X7N1MYM9JI06CN,A365SN61J4UNGR,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
33,2spatdistCloseA2,31JLPPHS2UUX3UUM4AYUAV46Y5H3OB,A2XFO0X6RCS98M,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
34,2spatdistCloseA2,33F859I566DSE8CCFQIA855HABGBHM,APKZZ03P89DHY,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
35,2spatdistCloseA2,31Q0U3WYDPFU8LO80K39BG3EAWT17R,AF4SO6NQC84U4,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
36,2spatdistCloseA2,339ANSOTR52T36RQRLDO7KPMXI4IK6,A1ZZINLCZZYOH4,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
37,2spatdistCloseA2,3TMFV4NEP8ER909U7DK0I6P3HT7W87,A20BMZQJS92QY2,around the corner,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,0
38,2spatdistCloseA2,31N2WW6R9RQ3XHHT57F4N1VS64Q3FP,A209H73TTW9F87,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
39,2spatdistCloseA2,304SM51WA34H4HQSQKU9CJCJJMYBS8,A3UVW94KB9UBAJ,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
40,2spatdistCloseA2,3BDCF01OGXUQDCODG3BS88WPC18LYJ,AIWEXPJAU66D9,in another state,NA,NA,Close,A2,Indeterminate,A,CloseA,CloseA2,1
41,2spatdistStillB1,333U7HK6I9FHKB5MHMC1F89U4D0JDY,A3EBUBRYCKB6AF,around the corner,2016-06-17,8,Still,B1,Concrete,B,StillB,StillB1,0
42,2spatdistStillB1,3R5F3LQFV2KYON1FPHT3EW9JRPKZOW,A273DS7TQWR9M1,in another state,2016-06-17,6,Still,B1,Concrete,B,StillB,StillB1,1
43,2spatdistStillB1,3OHYZ19UGC5XNFT7DPD4X3IAI4EAO7,A1AQK667NBERJ1,around the corner,2016-06-17,4,Still,B1,Concrete,B,StillB,StillB1,0
44,2spatdistStillB1,3NPFYT4IZC4LRFK20GSAC2K6S3VXGA,A3F6SDO4GYBE4Y,around the corner,2016-06-17,11,Still,B1,Concrete,B,StillB,StillB1,0
45,2spatdistStillB1,3UJ1CZ6IZHPFF19JPA3W9XCPNFGS5G,A3RYI5HXC2MJLN,in another state,2016-06-17,8,Still,B1,Concrete,B,StillB,StillB1,1
46,2spatdistStillB1,3JPSL1DZ5SZF5UTVCADRIEI5SU9ANS,A1FBO95OVBYOH1,in another state,2016-06-17,10,Still,B1,Concrete,B,StillB,StillB1,1
47,2spatdistStillB1,3Z9WI9EOZZOT7BG6L3V378O5BUUKH8,A3N0QZ9ZKUCTCQ,in another state,2016-06-17,17,Still,B1,Concrete,B,StillB,StillB1,1
48,2spatdistStillB1,3ZGVPD4G6THE1F6NLYF286F6QX1ZTI,A12R2U6TBB3OOG,in another state,2016-06-17,18,Still,B1,Concrete,B,StillB,StillB1,1
49,2spatdistStillB1,33JKGHPFYCUG7V2K9D3WR5D5MBYMNO,A3SHP9IPZ2FLOX,in another state,2016-06-17,15,Still,B1,Concrete,B,StillB,StillB1,1
50,2spatdistStillB1,3YMTUJH0DSGYYIIY05PCEA2XP2Z4TC,A1A67ONSHK22L3,around the corner,2016-06-17,16,Still,B1,Concrete,B,StillB,StillB1,0
51,2spatdistStillB1,3X73LLYYQ1EUFH19IGNJZ0595PZHNA,A2ALWT2BUSXD83,in another state,2016-06-17,26,Still,B1,Concrete,B,StillB,StillB1,1
52,2spatdistStillB1,3HUTX6F6VUN8ICY30AKPRLZC6GM2OS,A19F0UPKU4IT2P,in another state,2016-06-17,7,Still,B1,Concrete,B,StillB,StillB1,1
53,2spatdistStillB1,3QY7M81QH7MWEMAU8U9RGVZBXRY7KT,A1JVUD5XUB9H48,in another state,2016-06-17,29,Still,B1,Concrete,B,StillB,StillB1,1
54,2spatdistStillB1,32ZKVD547FNDK05D05T84B455V3B38,A12SMSQ6D5227J,in another state,2016-06-17,16,Still,B1,Concrete,B,StillB,StillB1,1
55,2spatdistStillB1,3E1QT0TDFP9985PPIWGLHFGTG7FI8G,A1K0TVLS8JVI8F,around the corner,2016-06-17,23,Still,B1,Concrete,B,StillB,StillB1,0
56,2spatdistStillB1,3W92K5RLWUHV7TQNJ581KKWWMJA5VY,A1DQGASPACYYJX,around the corner,2016-06-17,4,Still,B1,Concrete,B,StillB,StillB1,0
57,2spatdistStillB1,3DUZQ9U6SMOWDVOYV1L9DV6O03ISVN,A2S8ZTPKX3B928,in another state,2016-06-17,18,Still,B1,Concrete,B,StillB,StillB1,1
58,2spatdistStillB1,3QAVNHZ3EM4PHUQA0XXC5MEGNZ9ALQ,A1HGC1W5EWXUYS,around the corner,2016-06-17,55,Still,B1,Concrete,B,StillB,StillB1,0
59,2spatdistStillB1,3Y9N9SS8LYB6ZX3XE1KEZ1S58GG3D8,A10CLUSRQDKJBH,in another state,2016-06-17,19,Still,B1,Concrete,B,StillB,StillB1,1
60,2spatdistStillB1,3I7DHKZYGN06BW4XJQ3X2YTAYPM5FA,A2YFPO0N4GIS25,around the corner,2016-06-17,31,Still,B1,Concrete,B,StillB,StillB1,0
61,2spatdistStillB1,39L1G8WVWQRC72NLY80JYZRWJJC31H,A1EGJ0KJG2QFB4,around the corner,2016-06-17,14,Still,B1,Concrete,B,StillB,StillB1,0
62,2spatdistStillB1,3QY5DC2MXRKNWBUCKRB5AALQX6EUFG,A37IDH6SRRZ247,around the corner,2016-06-17,42,Still,B1,Concrete,B,StillB,StillB1,0
63,2spatdistStillB1,3UOUJI6MTDE4WXLXKLHRGHLX1BBUX8,A3579N2TITA69M,in another state,2016-06-17,56,Still,B1,Concrete,B,StillB,StillB1,1
64,2spatdistStillB1,3YOH7BII097YPCBQQSC7M9FEJ95KVY,A2TOWO0Q1ZJF4H,around the corner,2016-06-17,47,Still,B1,Concrete,B,StillB,StillB1,0
65,2spatdistStillB1,33M4IA01QG1CG5TGGRMMB6YDUC7XR7,A3GLUDQZGEJL5G,in another state,2016-06-17,65,Still,B1,Concrete,B,StillB,StillB1,1
66,2spatdistStillB1,3PDJHANYK5GM8WVHJZ12XPJNAZBH61,AF8UNUWWF7RPW,around the corner,2016-06-17,27,Still,B1,Concrete,B,StillB,StillB1,0
67,2spatdistStillB1,3R8YZBNQ9HIIPP8PLZTOCHBKWXQ7QL,A2HOUSKURBF8UA,around the corner,2016-06-17,82,Still,B1,Concrete,B,StillB,StillB1,0
68,2spatdistStillB1,3QECW5O0KH1GU1MYEA8MJ28BPYUT56,AKSJ3C5O3V9RB,in another state,2016-06-17,47,Still,B1,Concrete,B,StillB,StillB1,1
69,2spatdistStillB1,3TS1AR6UQQELY0IG7JIU0I76PVIF70,A22T69YW4WUANF,in another state,2016-06-17,20,Still,B1,Concrete,B,StillB,StillB1,1
70,2spatdistStillB1,37WLF8U1WPQDAMWPPK4ZAHZF2GFK68,AJXIC6Q5EM76P,around the corner,2016-06-17,33,Still,B1,Concrete,B,StillB,StillB1,0
71,2spatdistStillB1,3K2755HG5S31F9JQYWLG0AH2B6KDFQ,A1KEA2Z47S3UPI,in another state,2016-06-17,90,Still,B1,Concrete,B,StillB,StillB1,1
72,2spatdistStillB1,3TXD01ZLD4HDYVXN0AFMJ6OZ8G5U4S,A2MCG5W6LHSRG9,around the corner,2016-06-17,132,Still,B1,Concrete,B,StillB,StillB1,0
73,2spatdistStillB1,3CTOC39K37Q1324CQ99FFGZYI2Y7JU,A21I4DTJGWJYQJ,in another state,2016-06-17,128,Still,B1,Concrete,B,StillB,StillB1,1
74,2spatdistStillB1,3VHP9MDGRNKRAHDCY0Q5G4ZKQ68FCS,A365SN61J4UNGR,around the corner,2016-06-17,132,Still,B1,Concrete,B,StillB,StillB1,0
75,2spatdistStillB1,3O7L7BFSHEPQH6ZGVZ2L9PCFRAEIEG,A3RLCGRXA34GC0,in another state,2016-06-17,6,Still,B1,Concrete,B,StillB,StillB1,1
76,2spatdistStillB1,3DBQWDE4Y6YIZOHEHEMAA32J0G9N50,A1RDQFNF6LD25Z,in another state,2016-06-17,6,Still,B1,Concrete,B,StillB,StillB1,1
77,2spatdistStillB1,3EQHHY4HQSSCPW0SUA9FKJTMZ4NG5L,A3F23C3ABMM0W0,around the corner,2016-06-17,9,Still,B1,Concrete,B,StillB,StillB1,0
78,2spatdistStillB1,3Y9N9SS8LYB6ZX3XE1KEZ1S58GGD3I,A1D9FOXZ0UT0L2,around the corner,2016-06-17,11,Still,B1,Concrete,B,StillB,StillB1,0
79,2spatdistStillB1,379J5II41OGS777MG2ZY15478E8ELQ,A2TCIHHKLL8LQC,around the corner,2016-06-17,137,Still,B1,Concrete,B,StillB,StillB1,0
80,2spatdistStillB1,3IKZ72A5B4GA1LA3NQZJWFTWPAMNFI,A1WRYUFOYFF8QO,around the corner,2016-06-17,233,Still,B1,Concrete,B,StillB,StillB1,0
81,2spatdistmonA1,3VBEN272MKZDVYY366MNDU3EDOQSGU,A3EBUBRYCKB6AF,around the corner,2016-06-17,8,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
82,2spatdistmonA1,31QTRG6Q2TDG4X3B8V4ZPP57V09PY9,A3RYI5HXC2MJLN,around the corner,2016-06-17,11,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
83,2spatdistmonA1,3JBT3HLQF82G9NDG4H6I3WE91UDPZ0,A3G0T5Y7OSC76S,around the corner,2016-06-17,6,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
84,2spatdistmonA1,3NXNZ5RS1AXCXQR34XI2QMLVMXI79V,A2ALWT2BUSXD83,around the corner,2016-06-17,8,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
85,2spatdistmonA1,32N49TQG3GISDZ24E1ZISVCIEX7VAQ,A1FBO95OVBYOH1,around the corner,2016-06-17,9,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
86,2spatdistmonA1,3IFS6Q0HJIJRRP4YWUMQY6GUS1ISIM,A2MCG5W6LHSRG9,around the corner,2016-06-17,11,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
87,2spatdistmonA1,3R2UR8A0IAG9JS10OZ5IHBT8JPJXOU,A3N0QZ9ZKUCTCQ,around the corner,2016-06-17,19,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
88,2spatdistmonA1,3JRJSWSMQHLBR3HXAWVY5JAQ8SD3EX,AJ34WB9Z37ILU,in another state,2016-06-17,12,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
89,2spatdistmonA1,3UXUOQ9OKEXQ2918W3W2MHWFSF07AA,A1CB33BUZQHRM9,around the corner,2016-06-17,11,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
90,2spatdistmonA1,3HMVI3QICJSDN5K9NTT9OTN9SK31YH,A1EGJ0KJG2QFB4,around the corner,2016-06-17,10,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
91,2spatdistmonA1,37XITHEISW9OD7ILPVQZXTD3TUFCRG,A3F6SDO4GYBE4Y,around the corner,2016-06-17,21,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
92,2spatdistmonA1,3CP1TO84PT1MA2SLVVOQIFZLPLD52M,A273DS7TQWR9M1,in another state,2016-06-17,23,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
93,2spatdistmonA1,3XXU1SWE8MVCKY1OB4BT72MSK1UA0D,A1BQCRF5Q76YFY,around the corner,2016-06-17,18,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
94,2spatdistmonA1,3RWE2M8QWHAJ4HVDK8GYT86SJ8U0NO,A1CUTEZJIWM0UU,around the corner,2016-06-17,23,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
95,2spatdistmonA1,3QEMNNSB2XZO0G4KGDN4CI4LDIX7DC,A12E4Z8DBFUL29,around the corner,2016-06-17,14,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
96,2spatdistmonA1,30BXRYBRP4XK2BANAHE6VJI0Y1ZHWX,A7FL0UDBGPAO0,around the corner,2016-06-17,13,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
97,2spatdistmonA1,3UOUJI6MTDE4WXLXKLHRGHLX1B7XU7,A1AQK667NBERJ1,around the corner,2016-06-17,4,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
98,2spatdistmonA1,3AQF3RZ558I2U04BO9D2U47AUKTF6W,A12SMSQ6D5227J,in another state,2016-06-17,8,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
99,2spatdistmonA1,3WJEQKOXA82CRNM67NFTL752PT0A1G,A2HOUSKURBF8UA,in another state,2016-06-17,31,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
100,2spatdistmonA1,3HL8HNGX451PCJ69MGGEEEYCKL1F97,A2Q0G312LESWK7,around the corner,2016-06-17,19,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
101,2spatdistmonA1,33OOO72IVHL1TMVDTKVUX8ELHFCCTT,A1WRYUFOYFF8QO,around the corner,2016-06-17,63,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
102,2spatdistmonA1,3YZ8UPK3VTMGTZA2TPL4240N0TJCUK,A2VYPH5PKUS8MF,around the corner,2016-06-17,33,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
103,2spatdistmonA1,31IBVUNM9SZN9QJCPHLA6WN9BDKVF3,AKSJ3C5O3V9RB,around the corner,2016-06-17,11,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
104,2spatdistmonA1,3DBQWDE4Y6YIZOHEHEMAA32J0G4N5V,A365SN61J4UNGR,around the corner,2016-06-17,80,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
105,2spatdistmonA1,34Z02EIMISDHZU0XH42A27CK8QG0TP,A2C2WXXKJOLCZ2,around the corner,2016-06-17,18,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
106,2spatdistmonA1,30LSNF239UVYMQN02F7K7O3QU7JI29,A3UH5KXMS7AQS3,in another state,2016-06-17,25,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
107,2spatdistmonA1,3CP1TO84PT1MA2SLVVOQIFZLPLD25J,A3LZCR1FDVSVQ8,in another state,2016-06-17,9,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
108,2spatdistmonA1,3ZAK8W07I4EWZ7FMH9SK73YMR4N0UG,AIYYLYN9AM5FQ,around the corner,2016-06-17,19,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
109,2spatdistmonA1,3KRVW3HTZNLDN8UPH9KIQZNB9A2SM2,A1KEA2Z47S3UPI,around the corner,2016-06-17,57,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
110,2spatdistmonA1,3Y9N9SS8LYB6ZX3XE1KEZ1S58GBD3D,A19TL7AJ0FB1JG,in another state,2016-06-17,4,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
111,2spatdistmonA1,3AUQQEL7U5TWCM4MMZ2P3P055BW0V5,A2TCIHHKLL8LQC,around the corner,2016-06-17,8,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
112,2spatdistmonA1,3UXUOQ9OKEXQ2918W3W2MHWFSF0A7D,A1SXSNMYZCHT0,around the corner,2016-06-17,30,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
113,2spatdistmonA1,3X73LLYYQ1EUFH19IGNJZ0595PVNHC,A2W2ZEI7WUASOW,around the corner,2016-06-17,4,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
114,2spatdistmonA1,3CFJTT4SXTQ58RK68ROF3FKY5N5I7P,A329XDE45RZBBR,in another state,2016-06-17,9,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
115,2spatdistmonA1,3NAPMVF0ZWF1X664JO3NGZDHGR827Y,A2S75O867RJG0I,in another state,2016-06-17,14,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
116,2spatdistmonA1,3ERMJ6L4DYSR4AAXT6M7V8RFMWP7MU,A16KDMZ7CEDHNV,in another state,2016-06-17,25,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
117,2spatdistmonA1,3I3WADAZ9Q40H9HQITMNPS2OQQA5OT,A2ESSXPP9G55YR,around the corner,2016-06-17,33,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
118,2spatdistmonA1,3S0TNUHWKTIS0U93QIFAQI0GO23D85,A207149DHAS89K,around the corner,2016-06-17,15,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
119,2spatdistmonA1,3ATPCQ38J8A9HTX9JCM2ZUGCWE9YA2,AALXMK1UP1DIK,around the corner,2016-06-17,15,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,0
120,2spatdistmonA1,3TPWUS5F891TL3Z7OP05KSLKL9VCWK,A3GZYWA9S6J0K9,in another state,2016-06-17,15,Mondrian,A1,Concrete,A,MondrianA,MondrianA1,1
121,2spatdistRkB2,3QRYMNZ7FYHKKQS4IA48DJ8Z2UPTN3,A1EQ2HDHF2WWSY,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
122,2spatdistRkB2,3OJSZ2ATDSWTW3PR175LE6GVMCY75F,A18TCR555RWUZV,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
123,2spatdistRkB2,323Q6SJS8IGIRPOSKS46RVW2P98HFA,A1489QNXV5IM6O,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
124,2spatdistRkB2,3RKNTXVS3MYTJMJPU5YVJ5C7NO9A44,A2AAY4VT9L71SY,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
125,2spatdistRkB2,3T3IWE1XG6N5NN5WY2WPHD3475CTQQ,A1FBO95OVBYOH1,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
126,2spatdistRkB2,3EJJQNKU9R5FUFT1BN408KALSXJRHF,AUVC78LEL0T6L,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
127,2spatdistRkB2,3M0NZ3JDP1YCGDVXK2X45Q9UW5BZ5Z,A25YG9M911WA3T,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
128,2spatdistRkB2,32KTQ2V7RDFVITYQ83KR94IN3XCM9W,AIWEXPJAU66D9,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
129,2spatdistRkB2,39RP059MEHTE6MDN6NYN0ADDRXFMB6,A10GZ0SWBZIRBK,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
130,2spatdistRkB2,3ZSY5X72NXBPMWFOF0ZQST7M4JXRO3,A6JOC24PSUEEC,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
131,2spatdistRkB2,35L9RVQFCOI7A7LIFHZ5DVX5ZWNHU9,A12SMSQ6D5227J,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
132,2spatdistRkB2,3ZWFC4W1UU7VGJ2VGXG05ZY8CI6RFH,AWTGJ45ZWUCHH,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
133,2spatdistRkB2,37ZHEEHM6WMQIO2NNOHSZ9IB8G773P,A3KX8PBHVFQZ3U,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
134,2spatdistRkB2,3HQUKB7LNFE25LFYFIS6UG8F5OLHH8,APKZZ03P89DHY,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
135,2spatdistRkB2,3ZDAD0O1T1DPWK68KGRHBLZX48ZTXN,A1AQQFJAF8CI4H,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
136,2spatdistRkB2,3RGU30DZTA8KO5BZUFB4YYWQZ2OMJR,A2JR1GWH41MLRB,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
137,2spatdistRkB2,33NF62TLXJ2PYHBW93YOJL4MAXTJKJ,A3GLUDQZGEJL5G,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
138,2spatdistRkB2,33M4IA01QG1CG5TGGRMMB6YFGN2RX8,A1ZRK6K5JUPJAV,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
139,2spatdistRkB2,3QAPZX2QN4DNFV6KYPIE1K3WUO220A,A365SN61J4UNGR,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
140,2spatdistRkB2,3N2BF7Y2VQUOXZG96F8JMLGBMAKHMH,A22T69YW4WUANF,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
141,2spatdistRkB2,3MH9DQ757WCTABQ7VBHNSVL4KWAUGN,A1EITLFAMKA61U,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
142,2spatdistRkB2,3COPXFW7XBCLKSEU4G38GHQYJWZPKP,A1Z0O5MC9DAE8C,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
143,2spatdistRkB2,3KGTPGBS6XL3VHI0WWWYQRR3AD5U24,A2KPT0PEUEXCC4,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
144,2spatdistRkB2,33PPO7FECVFLP0LGZ4R137UWD97IDT,A2Q4A0C8Y3OQQ0,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
