X1,HitTitle,AssignmentId,WorkerId,SpatialDistance,Date,DurationSeconds,Painter,Painting,Category,set,Painter_set,painting,distance_numeric
289,2spatdistmonB3,3GLB5JMZFXV7T9FL9GRYIVHECLIDGN,A1A67ONSHK22L3,around the corner,2016-06-17,7,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
290,2spatdistmonB3,3FTOP5WARFONLR4S5AO601PBAOQJ04,A3SHP9IPZ2FLOX,around the corner,2016-06-17,6,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
291,2spatdistmonB3,3JZQSN0I3QA4RTTH0MMO6VKZOYYGF1,A67VHTTJX3A1D,in another state,2016-06-17,9,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
292,2spatdistmonB3,3WQ3B2KGE8GHAXRYD1FPGIP87BO1B5,AJ34WB9Z37ILU,around the corner,2016-06-17,8,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
293,2spatdistmonB3,3HRMW88U16QDMZAD871YGTHSEILM0B,A12SMSQ6D5227J,in another state,2016-06-17,4,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
294,2spatdistmonB3,3SPJ0334213KIM0DDIZFSTJVM15YJK,A8KHWKKGAGOH0,around the corner,2016-06-17,17,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
295,2spatdistmonB3,37U1UTWH9VMM14S88JAUV7HK33WR8R,A19TL7AJ0FB1JG,around the corner,2016-06-17,4,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
296,2spatdistmonB3,37ZHEEHM6WMQIO2NNOHSZ9I9M5B73H,A1EQ2HDHF2WWSY,around the corner,2016-06-17,5,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
297,2spatdistmonB3,3DL65MZB8DFZ43DG3P6ZYMEKE5SCE6,A3579N2TITA69M,around the corner,2016-06-17,13,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
298,2spatdistmonB3,3ZPPDN2SLVWX656DR5W8WWDC8KP9EM,AF8UNUWWF7RPW,in another state,2016-06-17,9,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
299,2spatdistmonB3,3S06PH7KSR4APUPIRX6VB8D8AW01DC,A37IDH6SRRZ247,around the corner,2016-06-17,6,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
300,2spatdistmonB3,3NAPMVF0ZWF1X664JO3NGZDHGRB726,A1JVUD5XUB9H48,in another state,2016-06-17,18,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
301,2spatdistmonB3,32Q90QCQ1SLHN1P4V2NXM5RSJE1EKL,A2NJ7N8INZOB00,in another state,2016-06-17,10,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
302,2spatdistmonB3,3ZPBJO59KP1LT5AWTM9G3VTFRLVDHM,AT8D3IKM7DT6A,around the corner,2016-06-17,19,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
303,2spatdistmonB3,3T111IHZ5EQMF9BIDBG8V3CVN9ER9G,A10CLUSRQDKJBH,around the corner,2016-06-17,13,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
304,2spatdistmonB3,34S9DKFK73PG1CRYSGR7L00CVLAYNO,A39NM64GEBACDE,around the corner,2016-06-17,10,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
305,2spatdistmonB3,3SNVL38CI4S2Q35QZBH2WHRPY2OCKQ,A2TOWO0Q1ZJF4H,around the corner,2016-06-17,8,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
306,2spatdistmonB3,3H8DHMCCW9BCVVB4Z7CDGN97J2ZDKQ,A347XXV5JH19PB,around the corner,2016-06-17,9,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
307,2spatdistmonB3,3M0BCWMB8VWABY71AP4A98F23OWWBY,A3GLUDQZGEJL5G,in another state,2016-06-17,38,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
308,2spatdistmonB3,373ERPL3YO85ZOKWBHLPM3D7HGHTRI,A8TB75T4U3EWW,in another state,2016-06-17,17,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
309,2spatdistmonB3,3DI28L7YXAEFH03INSHFHQVTA811E5,A1DQGASPACYYJX,around the corner,2016-06-17,10,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
310,2spatdistmonB3,345LHZDEDXSSGZEJ0WA391WTUG93UG,A3RLCGRXA34GC0,around the corner,2016-06-17,14,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
311,2spatdistmonB3,30ZX6P7VF8VUH176KXSKJPIQ7MAJ2O,A21I4DTJGWJYQJ,around the corner,2016-06-17,31,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
312,2spatdistmonB3,374TNBHA8BV1494Q88JOPUVH0WXYQB,A1A2X0T1XE8K89,around the corner,2016-06-17,15,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
313,2spatdistmonB3,3TPWUS5F891TL3Z7OP05KSLKL9WWC5,A2TCIHHKLL8LQC,around the corner,2016-06-17,20,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
314,2spatdistmonB3,3EF8EXOTT1VNSGPA1TS6E68LFGWJ17,A1WRYUFOYFF8QO,in another state,2016-06-17,51,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
315,2spatdistmonB3,3180JW2OT4CMGYQT2GUIHWL2RW1J5P,A17LSINELZPCMD,around the corner,2016-06-17,28,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
316,2spatdistmonB3,3BDCF01OGXUQDCODG3BS88WNQQAYLM,A365SN61J4UNGR,in another state,2016-06-17,69,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
317,2spatdistmonB3,3OLQQLKKNSPMCHJMDHNLLQRF4P1EJM,A21F2N8KRUFPSX,in another state,2016-06-17,41,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
318,2spatdistmonB3,3018Q3ZVOIQ0KSLN5HU8RYNFTRWRAV,AGKUZPBBPK7X9,around the corner,2016-06-17,56,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
319,2spatdistmonB3,3K772S5NP8BQLBOWPHK09DB0RXXEHH,A1KEA2Z47S3UPI,in another state,2016-06-17,97,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
320,2spatdistmonB3,33FOTY3KEML0K2J4R1BKR2VQPWO1CC,A1HGC1W5EWXUYS,around the corner,2016-06-17,218,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
321,2spatdistmonB1,3TOK3KHVJTIF4DV96M1KNCGKHW6O7S,A3RYI5HXC2MJLN,around the corner,2016-06-17,5,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
322,2spatdistmonB1,3G2UL9A02DEPF7P56QFQ6CUTWWD67M,A1FBO95OVBYOH1,around the corner,2016-06-17,9,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
323,2spatdistmonB1,3PQMUDRV7R62XB12RISCU4A7J3IIIM,A2ALWT2BUSXD83,around the corner,2016-06-17,14,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
324,2spatdistmonB1,3X08E93BHVI6B7B0NGAY0YUX1LT66N,AJ34WB9Z37ILU,in another state,2016-06-17,7,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
325,2spatdistmonB1,3NVC2EB65QZ9X8YOAX7SCM26Q4JY38,A1KEA2Z47S3UPI,in another state,2016-06-17,13,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
326,2spatdistmonB1,3FK0YFF9PZGC5N52PWQEOIQVZ7AVVT,A2MIOF3QNY3Y70,around the corner,2016-06-17,9,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
327,2spatdistmonB1,3PJUZCGDJ6GGX4WME2A84MHQXHQ89L,A12SMSQ6D5227J,in another state,2016-06-17,14,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
328,2spatdistmonB1,3TY7ZAOG5FKIWBAANVOI1GPOPDR0KL,A3GZYWA9S6J0K9,in another state,2016-06-17,12,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
329,2spatdistmonB1,33FOTY3KEML0K2J4R1BKR2VQPWOC1N,A3J2UG22S8BIW4,around the corner,2016-06-17,4,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
330,2spatdistmonB1,3G5F9DBFOPX7NMAIK79A9HZMRSZVH3,A2HOUSKURBF8UA,around the corner,2016-06-17,26,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
331,2spatdistmonB1,34Q075JO1XDGQAOOFLI0W1TPG7R10J,A2MCG5W6LHSRG9,around the corner,2016-06-17,11,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
332,2spatdistmonB1,3F0BG9B9MPNRYRZBC9AIP3EMV65Y7D,AF8UNUWWF7RPW,in another state,2016-06-17,15,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
333,2spatdistmonB1,3ZWFC4W1UU7VGJ2VGXG05ZY6Q79FRW,A3EBUBRYCKB6AF,around the corner,2016-06-17,29,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
334,2spatdistmonB1,3LEP4MGT3G0B2S7ATUZKHKQHW8QDB6,AKSJ3C5O3V9RB,in another state,2016-06-17,5,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
335,2spatdistmonB1,3S0TNUHWKTIS0U93QIFAQI0GO258D2,A1EQ2HDHF2WWSY,in another state,2016-06-17,21,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
336,2spatdistmonB1,34QN5IT0TZRY1A89E6RFBBGXUDW809,A19TL7AJ0FB1JG,in another state,2016-06-17,5,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
337,2spatdistmonB1,3LS2AMNW5FQPAV0O2LAQN3XFMMYOQQ,A3ASF4ZVP6BUGO,around the corner,2016-06-17,4,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
338,2spatdistmonB1,3IXEICO792JCD5MCJTIRB8MBLT3T6K,A3F6SDO4GYBE4Y,around the corner,2016-06-17,39,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
339,2spatdistmonB1,33CUSNVVNNCGJZDC9A4U4QMFDB888W,A21H2UDDHN8ZF,in another state,2016-06-17,36,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
340,2spatdistmonB1,3TPWUS5F891TL3Z7OP05KSLKL9WCWL,A1HGC1W5EWXUYS,around the corner,2016-06-17,50,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
341,2spatdistmonB1,3K5TEWLKGVB7JHL2QPRV9T01R5EVIW,A2S8ZTPKX3B928,in another state,2016-06-17,14,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
342,2spatdistmonB1,3ON104KXQKWQQZMSVAUN1U9WTWFW4S,A3F23C3ABMM0W0,around the corner,2016-06-17,10,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
343,2spatdistmonB1,3B3WTRP3DB25BPUXYL17UV4NBHZ92K,A1JVUD5XUB9H48,around the corner,2016-06-17,27,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
344,2spatdistmonB1,3WETL7AQWT8BVKO4ZV2V1P4DVZG35Y,A365SN61J4UNGR,around the corner,2016-06-17,46,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
345,2spatdistmonB1,39OWYR0EPKR4DKEHUS8UDVR3TUOYFH,A1CUTEZJIWM0UU,in another state,2016-06-17,6,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
346,2spatdistmonB1,36WLNQG78ZAGUYLAPPA4N282WKSEB1,A3579N2TITA69M,around the corner,2016-06-17,12,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
347,2spatdistmonB1,3D4CH1LGEATVQJ24X0MWWZYOL03G99,A3LTV3O66U4HS,around the corner,2016-06-17,8,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
348,2spatdistmonB1,3LKC68YZ3A3UUSWAEU9WFSF1ANFOWU,A1SXSNMYZCHT0,around the corner,2016-06-17,8,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
349,2spatdistmonB1,3TE3O857308BFPQJS21TLG4HH34R2O,A2TOWO0Q1ZJF4H,around the corner,2016-06-17,37,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
350,2spatdistmonB1,38YMOXR4MUZ45MQ6EYN2YSTAPNM6WO,A3GLUDQZGEJL5G,around the corner,2016-06-17,11,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
351,2spatdistmonB1,3QUO65DNQUOH2O75JUUVX4U4P74OUV,A3SHP9IPZ2FLOX,in another state,2016-06-17,14,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
352,2spatdistmonB1,33ISQZVXPPMK75T27Y048YEHTTFCCD,A6RHP75VV3265,in another state,2016-06-17,5,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
353,2spatdistmonB1,3R0T90IZ1SCXOH979KWNYPZWRL6GCQ,A2YFPO0N4GIS25,in another state,2016-06-17,5,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
354,2spatdistmonB1,3SBEHTYCWN3ONBG7V0EFGS4V9MGYI8,A37IDH6SRRZ247,around the corner,2016-06-17,8,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
355,2spatdistmonB1,35K3O9HUABD67FXQURW06SZNBIKEFJ,A2MFMT03E21ZIT,around the corner,2016-06-17,18,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
356,2spatdistmonB1,3WJEQKOXA82CRNM67NFTL752PT31AA,A10CLUSRQDKJBH,around the corner,2016-06-17,23,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
357,2spatdistmonB1,38F71OA9GTW4J3P3BPKJJ04WKKAFM8,A1WRYUFOYFF8QO,around the corner,2016-06-17,85,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
358,2spatdistmonB1,3TMFV4NEP8ER909U7DK0I6P1VIBW8Z,A3CEF8UFALSTBY,around the corner,2016-06-17,59,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
359,2spatdistmonB1,3IJXV6UZ1XJFQA4LH5ML8WBY6Z1IRQ,A3N0QZ9ZKUCTCQ,around the corner,2016-06-17,120,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,0
360,2spatdistmonB1,3IHR8NYAM7106QPRJOGS90100ZCP4Q,A21I4DTJGWJYQJ,in another state,2016-06-17,10,Mondrian,B1,Concrete,B,MondrianB,MondrianB1,1
361,2spatdistmonB2,3XLBSAQ9Z4CR3H9G8VC13ANO1097ZD,A3ASF4ZVP6BUGO,around the corner,2016-06-17,7,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
362,2spatdistmonB2,32M8BPYGATMO1KV71US99SXR4QQIGU,A3RYI5HXC2MJLN,in another state,2016-06-17,7,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
363,2spatdistmonB2,3IKZ72A5B4GA1LA3NQZJWFTWPAKFN8,A3J2UG22S8BIW4,around the corner,2016-06-17,9,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
364,2spatdistmonB2,31IBVUNM9SZN9QJCPHLA6WN9BDMVF5,A67VHTTJX3A1D,around the corner,2016-06-17,7,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
365,2spatdistmonB2,33L7PJKHCGYZHJ50C8FPVMI2ROU8TM,A1FBO95OVBYOH1,in another state,2016-06-17,10,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
366,2spatdistmonB2,38SKSKU7R1X4NC98CLPPMK2Z07CIL0,A2HOUSKURBF8UA,around the corner,2016-06-17,12,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
367,2spatdistmonB2,3WZ36BJEV3GIJH37FKZZMO83ZUETB5,A12SMSQ6D5227J,in another state,2016-06-17,9,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
368,2spatdistmonB2,3PS7W85Z8Z2ZVOOAH0L3VIDDBUBT9V,A2MCG5W6LHSRG9,in another state,2016-06-17,18,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
369,2spatdistmonB2,3KJYX6QCM9B3ES5887CVLUF14K3VJ8,A3EBUBRYCKB6AF,in another state,2016-06-17,21,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
370,2spatdistmonB2,3AMYWKA6YBMW0DH4NCWSHYGOMLMO6T,A2ALWT2BUSXD83,in another state,2016-06-17,23,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
371,2spatdistmonB2,35BLDD71I6XTE7ACQTFH9O3RNIGVZT,A2S8ZTPKX3B928,around the corner,2016-06-17,9,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
372,2spatdistmonB2,3QXNC7EIPIVYFFRJJYXTB7B8EJF900,A1KEA2Z47S3UPI,around the corner,2016-06-17,17,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
373,2spatdistmonB2,3NQL1CS15R8T9H07U7DYVHUPHOCVY2,A2MIOF3QNY3Y70,in another state,2016-06-17,18,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
374,2spatdistmonB2,3VZLGYJEYLALIWF7Q8GZX90C3TOXZY,A3GLUDQZGEJL5G,around the corner,2016-06-17,30,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
375,2spatdistmonB2,3X1FV8S5JXRTNQF701RSOHNLCSMVG4,A3F6SDO4GYBE4Y,around the corner,2016-06-17,31,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
376,2spatdistmonB2,33CID57104TPX9RPRII2IE0AHPG3LM,AJ34WB9Z37ILU,around the corner,2016-06-17,6,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
377,2spatdistmonB2,3MMN5BL1WZ493R9ARUJHIRFZHU63MO,AW0MG225VXWCN,in another state,2016-06-17,7,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
378,2spatdistmonB2,34T446B1C0E0DDYMVI7KDXCGK4IC0K,AF8UNUWWF7RPW,around the corner,2016-06-17,21,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
379,2spatdistmonB2,3JCG6DTRV3QSV7D4HY2UC8SF1NGQQ0,ADCJDYL96A5ZY,in another state,2016-06-17,17,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
380,2spatdistmonB2,3S06PH7KSR4APUPIRX6VB8D8AWZD1N,A3GZYWA9S6J0K9,around the corner,2016-06-17,35,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
381,2spatdistmonB2,3BWI6RSP7G9TSMIKC8YOI0M6DU1E7F,A2M2BNQ1XW3J4Y,around the corner,2016-06-17,8,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
382,2spatdistmonB2,3R6P78PK7KBEAYBIV6RDNZZ0F76TGM,AROOCBM042SJD,around the corner,2016-06-17,14,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
383,2spatdistmonB2,34FNN24DCM9CBNLSOGVLRJ0Q40AY5Y,A1EQ2HDHF2WWSY,around the corner,2016-06-17,28,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
384,2spatdistmonB2,3VNL7UK1XFJ8WYFNKMLV5EZOES6TFN,A2VDDES6LFZOFW,around the corner,2016-06-17,27,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
385,2spatdistmonB2,3N8OEVH1FRQMPJN8N8IMYY2F7LGOOI,A19TL7AJ0FB1JG,around the corner,2016-06-17,5,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
386,2spatdistmonB2,3DL65MZB8DFZ43DG3P6ZYMEKE5SEC8,A1CUTEZJIWM0UU,in another state,2016-06-17,5,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
387,2spatdistmonB2,32UTUBMZ7GWXW97WKFZEN6WOWFVBV4,A365SN61J4UNGR,in another state,2016-06-17,38,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
388,2spatdistmonB2,3Z7EFSHGN9E8A34XYUWRMBZRUB2CXE,A1HGC1W5EWXUYS,around the corner,2016-06-17,56,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
389,2spatdistmonB2,3ATTHHXXWAOZN6QXQ4SDXEXM7GMIXM,A16V7VANMHW5JJ,in another state,2016-06-17,12,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
390,2spatdistmonB2,3R2PKQ87NW8OTURTCXQ4MXHO0C2IM2,A21H2UDDHN8ZF,around the corner,2016-06-17,57,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
391,2spatdistmonB2,3RXCAC0YIRPVCEJUS8GIW33D1ULG8K,A2TOWO0Q1ZJF4H,around the corner,2016-06-17,19,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
392,2spatdistmonB2,3WMINLGALB3WEQW4NK4D23OTTQUCAB,A37IDH6SRRZ247,in another state,2016-06-17,18,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
393,2spatdistmonB2,3GM6G9ZBKNXE287469P804JXBTITMU,A6RHP75VV3265,around the corner,2016-06-17,9,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
394,2spatdistmonB2,39LNWE0K4UW762W2LZHQD7YIDY5IUU,A1JVUD5XUB9H48,around the corner,2016-06-17,47,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
395,2spatdistmonB2,3GFK2QRXX9H8MIQS9FDX6MFATSAW5X,A2C2WXXKJOLCZ2,in another state,2016-06-17,16,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
396,2spatdistmonB2,33FBRBDW6OZIV23PQMKZ6CIY32UC87,A1A67ONSHK22L3,around the corner,2016-06-17,12,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
397,2spatdistmonB2,3D8YOU6S9EKRDI11JY81G48D47B6UP,A39NM64GEBACDE,around the corner,2016-06-17,35,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
398,2spatdistmonB2,3PJ71Z61R42YM4C1FH1TPCUIJBL913,A3N0QZ9ZKUCTCQ,in another state,2016-06-17,105,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
399,2spatdistmonB2,31Q0U3WYDPFU8LO80K39BG3COLX17J,A3RLCGRXA34GC0,around the corner,2016-06-17,23,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,0
400,2spatdistmonB2,3TDXMTX3CBUM4R61PHJNX1K2ACO6IH,A1WRYUFOYFF8QO,in another state,2016-06-17,114,Mondrian,B2,Indeterminate,B,MondrianB,MondrianB2,1
401,2spatdistStillA1,3EWIJTFFVO7FABI0R9DF3LCLRRQ0E8,A1FBO95OVBYOH1,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
402,2spatdistStillA1,3K9FOBBF2HJW1DKZ912HRSYI8H1NLS,A10GZ0SWBZIRBK,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
403,2spatdistStillA1,3IXEICO792JCD5MCJTIRB8MD74YT6R,A1MYLQQL8BBOYT,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
404,2spatdistStillA1,3YMTUJH0DSGYYIIY05PCEA2ZBDST46,A273DS7TQWR9M1,in another state,NA,NA,Still,A1,Concrete,A,StillA,StillA1,1
405,2spatdistStillA1,3UOUJI6MTDE4WXLXKLHRGHLZNM4UXD,A12SMSQ6D5227J,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
406,2spatdistStillA1,3M81GAB8A0J5R1BFYG54HJXI1YAQBV,A14I3K8UN3612X,in another state,NA,NA,Still,A1,Concrete,A,StillA,StillA1,1
407,2spatdistStillA1,3SB5N7Y3O34DUPERX4333OXX4750GP,AUVC78LEL0T6L,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
408,2spatdistStillA1,3Q8GYXHFEP2Z8KKNSODWUS89NNO5C5,A2MCG5W6LHSRG9,in another state,NA,NA,Still,A1,Concrete,A,StillA,StillA1,1
409,2spatdistStillA1,3AUQQEL7U5TWCM4MMZ2P3P07RMSV08,A2ALWT2BUSXD83,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
410,2spatdistStillA1,3OE22WJIGIOKN0KLY7MZM9P6QJHUQG,ANZKTE853UXSD,in another state,NA,NA,Still,A1,Concrete,A,StillA,StillA1,1
411,2spatdistStillA1,3CCZ6YKWR7JXAMDKG435S271H2L59O,ADLYO655RWJUI,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
412,2spatdistStillA1,33M4IA01QG1CG5TGGRMMB6YFGN0XRC,A1ZRK6K5JUPJAV,in another state,NA,NA,Still,A1,Concrete,A,StillA,StillA1,1
413,2spatdistStillA1,3URFVVM165IT1SLCL35CD21AVM2UZA,A6JOC24PSUEEC,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
414,2spatdistStillA1,3HFNH7HEMHE1IIJQE2XIIUOFHB2QGC,A22T69YW4WUANF,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
415,2spatdistStillA1,3FTOP5WARFONLR4S5AO601PDWZM0JT,APKZZ03P89DHY,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
416,2spatdistStillA1,33L7PJKHCGYZHJ50C8FPVMI4DZOT8D,A365SN61J4UNGR,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
417,2spatdistStillA1,3TGOYF991XMCFTR2FG64WAMVT4NUUL,A1A6DUWWGNEE4W,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
418,2spatdistStillA1,388U7OUMF714JFN5DFXF2SB46GG0RL,AF4SO6NQC84U4,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
419,2spatdistStillA1,3Y9N9SS8LYB6ZX3XE1KEZ1S7UR9D3N,A1EQ2HDHF2WWSY,in another state,NA,NA,Still,A1,Concrete,A,StillA,StillA1,1
420,2spatdistStillA1,3E7TUJ2EGCMSEZSDVALOQEVTUJJD94,A2AAY4VT9L71SY,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
421,2spatdistStillA1,3J2UYBXQQLCBXWPLLRUHRXK8AT260T,A25YG9M911WA3T,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
422,2spatdistStillA1,3C6FJU71TQTTW2B7PH3TZVS8PSYYUN,A27MJOV91GA8R3,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
423,2spatdistStillA1,351SEKWQS0H7LJB7KJPTV01DUIQDM3,A29KUIEVPK8WB4,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
424,2spatdistStillA1,33CUSNVVNNCGJZDC9A4U4QMHZM4884,A3S1O6HWXTKOSM,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
425,2spatdistStillA1,3ZQIG0FLQEGPKC57F6VAAK9BSR7VWA,A3PRZRK9IC5CBI,in another state,NA,NA,Still,A1,Concrete,A,StillA,StillA1,1
426,2spatdistStillA1,3VHHR074H3H7YSSCTULSVVCS82XL7G,A1GV0UZU0T2ORS,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
427,2spatdistStillA1,3XLBSAQ9Z4CR3H9G8VC13ANQNB57ZL,A3GLMBZSG3VU4P,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
428,2spatdistStillA1,34S9DKFK73PG1CRYSGR7L00EHW6NYL,A1MLC8HETIE13W,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
429,2spatdistStillA1,31QNSG6A5RTCJL8TZ5COQQQMO2Y87H,A39P7J60DY4WLU,around the corner,NA,NA,Still,A1,Concrete,A,StillA,StillA1,0
